lon,lat,temperature,salinity
98.8555,87.7558,-1.7372,31.6079
98.8555,87.7558,-1.7371,31.6079
98.8555,87.7558,-1.7371,31.6079
98.8555,87.7558,-1.737,31.6079
98.8555,87.7558,-1.7371,31.6079
98.8555,87.7558,-1.7371,31.6079
98.8555,87.7558,-1.7369,31.6078
98.8555,87.7558,-1.737,31.6081
98.8555,87.7558,-1.7371,31.6083
98.8555,87.7558,-1.737,31.6086
98.8555,87.7558,-1.7371,31.6088
98.8555,87.7558,-1.7371,31.6117
98.8555,87.7558,-1.7381,31.6286
98.8555,87.7558,-1.7388,31.6414
98.8555,87.7558,-1.7402,31.671
98.8555,87.7558,-1.7423,31.7045
98.8555,87.7558,-1.7424,31.7085
98.8555,87.7558,-1.7422,31.7134
98.8555,87.7558,-1.7421,31.7205
98.8555,87.7558,-1.7423,31.7288
98.8555,87.7558,-1.7434,31.7358
98.8555,87.7558,-1.7438,31.7412
98.8555,87.7558,-1.7458,31.7756
98.8555,87.7558,-1.7488,31.835
98.8555,87.7558,-1.7496,31.8495
98.8555,87.7558,-1.75,31.859
98.8555,87.7558,-1.7502,31.8639
98.8555,87.7558,-1.7504,31.8681
98.8555,87.7558,-1.7504,31.8699
98.8555,87.7558,-1.7497,31.8735
98.8555,87.7558,-1.7487,31.8858
98.8555,87.7558,-1.7476,31.9023
98.8555,87.7558,-1.746,31.9179
98.8555,87.7558,-1.7422,31.9496
98.8555,87.7558,-1.7291,32.0121
98.8555,87.7558,-1.7134,32.1278
98.8555,87.7558,-1.7054,32.3009
98.8555,87.7558,-1.681,32.5112
98.8555,87.7558,-1.6699,32.5892
98.8555,87.7558,-1.6667,32.6764
98.8555,87.7558,-1.6674,32.7653
98.8555,87.7558,-1.6693,32.8853
98.8555,87.7558,-1.6729,32.9912
98.8555,87.7558,-1.6727,33.1059
98.8555,87.7558,-1.6721,33.1615
98.8555,87.7558,-1.6691,33.2128
98.8555,87.7558,-1.6631,33.2892
98.8555,87.7558,-1.6657,33.3471
98.8555,87.7558,-1.6779,33.3993
98.8555,87.7558,-1.6633,33.436
98.8555,87.7558,-1.6556,33.4723
98.8555,87.7558,-1.652,33.5201
98.8555,87.7558,-1.6519,33.5462
98.8555,87.7558,-1.6685,33.5764
98.8555,87.7558,-1.6494,33.6211
98.8555,87.7558,-1.6264,33.6636
98.8555,87.7558,-1.622,33.6849
98.8555,87.7558,-1.6469,33.7281
98.8555,87.7558,-1.6562,33.745
98.8555,87.7558,-1.6619,33.762
98.8555,87.7558,-1.6681,33.7764
98.8555,87.7558,-1.6705,33.7833
98.8555,87.7558,-1.6722,33.7941
98.8555,87.7558,-1.6764,33.8136
98.8555,87.7558,-1.6826,33.8365
98.8555,87.7558,-1.6773,33.8635
98.8555,87.7558,-1.6739,33.8799
98.8555,87.7558,-1.6703,33.8969
98.8555,87.7558,-1.6668,33.9123
98.8555,87.7558,-1.6602,33.9236
98.8555,87.7558,-1.6535,33.9317
98.8555,87.7558,-1.652,33.9383
98.8555,87.7558,-1.6393,33.9632
98.8555,87.7558,-1.6417,33.9839
98.8555,87.7558,-1.6299,34.0062
98.8555,87.7558,-1.5827,34.0301
98.8555,87.7558,-1.6114,34.0525
98.8555,87.7558,-1.6032,34.07
98.8555,87.7558,-1.6031,34.0785
98.8555,87.7558,-1.6145,34.0914
98.8555,87.7558,-1.6145,34.1162
98.8555,87.7558,-1.6112,34.129
98.8555,87.7558,-1.6035,34.1413
98.8555,87.7558,-1.6021,34.155
98.8555,87.7558,-1.5961,34.1654
98.8555,87.7558,-1.5803,34.1831
98.8555,87.7558,-1.5762,34.1946
98.8555,87.7558,-1.5643,34.2094
98.8555,87.7558,-1.5464,34.2289
98.8555,87.7558,-1.531,34.2386
98.8555,87.7558,-1.5214,34.2479
98.8555,87.7558,-1.513,34.2554
98.8555,87.7558,-1.5078,34.2641
98.8555,87.7558,-1.495,34.2696
98.8555,87.7558,-1.4594,34.2771
98.8555,87.7558,-1.438,34.2846
98.8555,87.7558,-1.4062,34.2961
98.8555,87.7558,-1.3748,34.3054
98.8555,87.7558,-1.352,34.311
98.8555,87.7558,-1.3344,34.3166
98.8555,87.7558,-1.3181,34.3223
98.8555,87.7558,-1.2909,34.3287
98.8555,87.7558,-1.2647,34.3341
98.8555,87.7558,-1.2507,34.3374
98.8555,87.7558,-1.2337,34.34
98.8555,87.7558,-1.2233,34.3421
98.8555,87.7558,-1.197,34.3478
98.8555,87.7558,-1.1645,34.3526
98.8555,87.7558,-1.1342,34.3575
98.8555,87.7558,-1.1284,34.3594
98.8555,87.7558,-1.092,34.3657
98.8555,87.7558,-1.0641,34.3705
98.8555,87.7558,-1.0316,34.3759
98.8555,87.7558,-1.0129,34.3803
98.8555,87.7558,-0.9857,34.3844
98.8555,87.7558,-0.9632,34.3879
98.8555,87.7558,-0.9438,34.3917
98.8555,87.7558,-0.895,34.398
98.8555,87.7558,-0.873,34.4018
98.8555,87.7558,-0.8341,34.4082
98.8555,87.7558,-0.8009,34.4141
98.8555,87.7558,-0.7969,34.4157
98.8555,87.7558,-0.7893,34.416
98.8555,87.7558,-0.7524,34.4228
98.8555,87.7558,-0.7252,34.4266
98.8555,87.7558,-0.7158,34.4288
98.8555,87.7558,-0.6745,34.4364
98.8555,87.7558,-0.6595,34.4395
98.8555,87.7558,-0.6608,34.4391
98.8555,87.7558,-0.6335,34.443
98.8555,87.7558,-0.6002,34.4509
98.8555,87.7558,-0.5736,34.4532
98.8555,87.7558,-0.5465,34.4579
98.8555,87.7558,-0.53,34.4618
98.8555,87.7558,-0.5296,34.4613
98.8555,87.7558,-0.4702,34.471
98.8555,87.7558,-0.4511,34.4763
98.8555,87.7558,-0.39,34.4848
98.8555,87.7558,-0.3873,34.4865
98.8555,87.7558,-0.3653,34.491
98.8555,87.7558,-0.2999,34.5019
98.8555,87.7558,-0.2998,34.5036
98.8555,87.7558,-0.2964,34.5034
98.8555,87.7558,-0.2518,34.5112
98.8555,87.7558,-0.2382,34.515
98.8555,87.7558,-0.1766,34.5256
98.8555,87.7558,-0.1461,34.532
98.8555,87.7558,-0.1255,34.5369
98.8555,87.7558,-0.1247,34.5366
98.8555,87.7558,-0.0775,34.5451
98.8555,87.7558,-0.0213,34.5552
98.8555,87.7558,0.026,34.5627
98.8555,87.7558,0.0262,34.5627
98.8555,87.7558,0.0377,34.564
98.8555,87.7558,0.1032,34.5744
98.8555,87.7558,0.1525,34.5856
98.8555,87.7558,0.199,34.5956
98.8555,87.7558,0.1989,34.5952
98.8555,87.7558,0.1992,34.5945
98.8555,87.7558,0.2082,34.595
98.8555,87.7558,0.2726,34.6068
98.8555,87.7558,0.3082,34.615
