lon,lat,depth,temperature,salinity
100.0935,87.7646,6.0,-1.7376,31.6214
100.0935,87.7646,7.0,-1.7376,31.6216
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
100.0935,87.7646,1000,1000,1000
