lon,lat,depth,temperature,salinity
2.8053,86.6165,6.0,-1.7101,33.2372
2.8053,86.6165,7.0,-1.7176,33.2575
2.8053,86.6165,8.0,-1.7206,33.2774
2.8053,86.6165,9.0,-1.7209,33.2966
2.8053,86.6165,10.0,-1.7214,33.3062
2.8053,86.6165,11.0,-1.7224,33.3123
2.8053,86.6165,12.0,-1.7219,33.3188
2.8053,86.6165,13.0,-1.7221,33.329
2.8053,86.6165,14.0,-1.7219,33.3362
2.8053,86.6165,15.0,-1.7218,33.3412
2.8053,86.6165,16.0,-1.7213,33.3447
2.8053,86.6165,17.0,-1.7207,33.3476
2.8053,86.6165,18.0,-1.7204,33.3512
2.8053,86.6165,19.0,-1.7197,33.3558
2.8053,86.6165,20.0,-1.7193,33.3608
2.8053,86.6165,21.0,-1.718,33.3652
2.8053,86.6165,22.0,-1.7162,33.3741
2.8053,86.6165,23.0,-1.7146,33.3812
2.8053,86.6165,24.0,-1.7138,33.3889
2.8053,86.6165,25.0,-1.7129,33.4039
2.8053,86.6165,26.0,-1.7137,33.4342
2.8053,86.6165,27.0,-1.7149,33.4464
2.8053,86.6165,28.0,-1.7195,33.4635
2.8053,86.6165,29.0,-1.7334,33.4946
2.8053,86.6165,30.0,-1.7418,33.5135
2.8053,86.6165,31.0,-1.7483,33.5287
2.8053,86.6165,32.0,-1.7543,33.5417
2.8053,86.6165,33.0,-1.7577,33.5534
2.8053,86.6165,34.0,-1.7612,33.561
2.8053,86.6165,35.0,-1.7666,33.5669
2.8053,86.6165,36.0,-1.7733,33.5739
2.8053,86.6165,37.0,-1.7763,33.58
2.8053,86.6165,38.0,-1.7774,33.5866
2.8053,86.6165,39.0,-1.7769,33.5921
2.8053,86.6165,40.0,-1.7748,33.5994
2.8053,86.6165,41.0,-1.7721,33.6028
2.8053,86.6165,42.0,-1.7711,33.611
2.8053,86.6165,43.0,-1.7721,33.6202
2.8053,86.6165,44.0,-1.7735,33.6248
2.8053,86.6165,45.0,-1.7727,33.6314
2.8053,86.6165,46.0,-1.7723,33.6463
2.8053,86.6165,47.0,-1.7743,33.6569
2.8053,86.6165,48.0,-1.7766,33.6679
2.8053,86.6165,49.0,-1.778,33.6774
2.8053,86.6165,50.0,-1.7793,33.6879
2.8053,86.6165,51.0,-1.7811,33.6976
2.8053,86.6165,52.0,-1.782,33.7056
2.8053,86.6165,53.0,-1.7816,33.7108
2.8053,86.6165,54.0,-1.7813,33.7179
2.8053,86.6165,55.0,-1.7821,33.7267
2.8053,86.6165,56.0,-1.7827,33.7321
2.8053,86.6165,57.0,-1.7833,33.7396
2.8053,86.6165,58.0,-1.7835,33.7485
2.8053,86.6165,59.0,-1.783,33.757
2.8053,86.6165,60.0,-1.7824,33.7627
2.8053,86.6165,61.0,-1.7824,33.7698
2.8053,86.6165,62.0,-1.782,33.7809
2.8053,86.6165,63.0,-1.7795,33.7929
2.8053,86.6165,64.0,-1.7764,33.8033
2.8053,86.6165,65.0,-1.7685,33.8191
2.8053,86.6165,66.0,-1.7535,33.8349
2.8053,86.6165,67.0,-1.7341,33.8487
2.8053,86.6165,68.0,-1.72,33.853
2.8053,86.6165,69.0,-1.7093,33.8628
2.8053,86.6165,70.0,-1.7027,33.874
2.8053,86.6165,71.0,-1.6975,33.8868
2.8053,86.6165,72.0,-1.6925,33.8984
2.8053,86.6165,73.0,-1.6845,33.9124
2.8053,86.6165,74.0,-1.6695,33.9383
2.8053,86.6165,75.0,-1.6549,33.9533
2.8053,86.6165,76.0,-1.6427,33.9671
2.8053,86.6165,77.0,-1.6307,33.9785
2.8053,86.6165,78.0,-1.6217,33.9858
2.8053,86.6165,79.0,-1.6168,33.989
2.8053,86.6165,80.0,-1.6123,33.9935
2.8053,86.6165,81.0,-1.6088,33.9961
2.8053,86.6165,82.0,-1.5994,34.006
2.8053,86.6165,83.0,-1.5836,34.0187
2.8053,86.6165,84.0,-1.5637,34.0367
2.8053,86.6165,85.0,-1.5394,34.0501
2.8053,86.6165,86.0,-1.5214,34.0572
2.8053,86.6165,87.0,-1.5094,34.0611
2.8053,86.6165,88.0,-1.495,34.0684
2.8053,86.6165,89.0,-1.459,34.0851
